units,date,store_nbr,item_nbr
60,2012-10-14,22,9
1,2012-10-14,22,54
46,2012-10-14,22,68
6,2012-10-14,22,93
26,2012-10-14,23,5
1,2012-10-14,23,29
49,2012-10-14,23,45
100,2012-10-14,24,6
32,2012-10-14,24,43
2,2012-10-14,24,60
116,2012-10-14,25,9
107,2012-10-14,25,45
20,2012-10-14,25,81
90,2012-10-14,26,5
57,2012-10-14,26,45
91,2012-10-14,27,9
2,2012-10-14,27,21
52,2012-10-14,27,68
2,2012-10-14,27,80
41,2012-10-14,28,5
2,2012-10-14,28,35
61,2012-10-14,28,45
23,2012-10-14,29,8
23,2012-10-14,29,41
85,2012-10-14,29,45
125,2012-10-14,30,16
325,2012-10-14,30,44
120,2012-10-14,31,9
107,2012-10-14,31,45
11,2012-10-14,31,67
4,2012-10-14,31,98
65,2012-10-14,32,9
60,2012-10-14,32,45
1,2012-10-14,32,93
243,2012-10-14,33,9
231,2012-10-14,33,44
1,2012-10-14,33,85
78,2012-10-14,34,9
1,2012-10-14,34,31
142,2012-10-14,34,45
1,2012-10-14,34,52
45,2012-10-14,35,16
3,2012-10-14,35,24
6,2012-10-14,35,66
91,2012-10-14,36,9
64,2012-10-14,36,44
86,2012-10-14,37,5
96,2012-10-14,37,45
2,2012-10-14,37,53
148,2012-10-14,38,9
105,2012-10-14,38,45
1,2012-10-14,38,52
2,2012-10-14,38,98
4,2012-10-14,39,36
46,2012-10-14,40,5
93,2012-10-14,40,45
61,2012-10-14,41,16
39,2012-10-14,41,68
2,2012-10-14,41,93
77,2012-10-14,42,5
77,2012-10-14,42,45
94,2012-10-14,43,16
24,2012-10-14,43,37
2,2012-10-14,43,93
73,2012-10-14,44,5
61,2012-10-14,44,68
4,2012-10-14,44,94
38,2012-10-14,45,9
3,2012-10-14,45,26
17,2012-10-15,1,9
2,2012-10-15,1,28
30,2012-10-15,2,5
143,2012-10-15,2,44
1,2012-10-15,2,93
68,2012-10-15,3,5
74,2012-10-15,3,45
200,2012-10-15,4,9
13,2012-10-15,4,27
2,2012-10-15,4,90
2,2012-10-15,4,93
31,2012-10-15,5,16
2,2012-10-15,5,20
15,2012-10-15,5,37
76,2012-10-15,6,9
60,2012-10-15,6,45
77,2012-10-15,7,5
32,2012-10-15,7,23
34,2012-10-15,8,5
13,2012-10-15,8,23
3,2012-10-15,8,59
1,2012-10-15,8,93
26,2012-10-15,9,5
1,2012-10-15,9,10
6,2012-10-15,9,42
71,2012-10-15,9,45
8,2012-10-15,9,93
42,2012-10-15,10,5
18,2012-10-15,10,37
2,2012-10-15,10,93
67,2012-10-15,11,9
47,2012-10-15,11,68
2,2012-10-15,11,87
53,2012-10-15,12,16
20,2012-10-15,12,37
2,2012-10-15,12,79
151,2012-10-15,13,5
95,2012-10-15,13,36
1,2012-10-15,13,46
14,2012-10-15,14,9
9,2012-10-15,14,25
40,2012-10-15,15,5
2,2012-10-15,15,17
73,2012-10-15,15,45
32,2012-10-15,16,16
140,2012-10-15,16,25
154,2012-10-15,17,9
96,2012-10-15,17,37
202,2012-10-15,17,48
15,2012-10-15,18,5
12,2012-10-15,18,37
1,2012-10-15,18,72
18,2012-10-15,19,16
2,2012-10-15,19,69
8,2012-10-15,19,83
57,2012-10-15,20,5
1,2012-10-15,20,18
29,2012-10-15,20,41
1,2012-10-15,20,93
51,2012-10-15,21,5
64,2012-10-15,21,44
1,2012-10-15,21,91
63,2012-10-15,22,9
1,2012-10-15,22,54
49,2012-10-15,22,68
2,2012-10-15,22,93
21,2012-10-15,23,5
1,2012-10-15,23,29
30,2012-10-15,23,45
44,2012-10-15,24,6
24,2012-10-15,24,43
1,2012-10-15,24,60
100,2012-10-15,25,9
2,2012-10-15,25,12
67,2012-10-15,25,45
13,2012-10-15,25,81
44,2012-10-15,26,5
48,2012-10-15,26,45
74,2012-10-15,27,9
3,2012-10-15,27,21
37,2012-10-15,27,68
1,2012-10-15,27,80
54,2012-10-15,28,5
3,2012-10-15,28,35
40,2012-10-15,28,45
25,2012-10-15,29,8
21,2012-10-15,29,41
75,2012-10-15,29,45
101,2012-10-15,30,16
281,2012-10-15,30,44
2,2012-10-15,30,65
56,2012-10-15,31,9
71,2012-10-15,31,45
8,2012-10-15,31,67
20,2012-10-15,32,9
1,2012-10-15,32,19
38,2012-10-15,32,45
2,2012-10-15,32,93
180,2012-10-15,33,9
136,2012-10-15,33,44
29,2012-10-15,34,9
2,2012-10-15,34,31
78,2012-10-15,34,45
2,2012-10-15,34,52
19,2012-10-15,35,16
1,2012-10-15,35,24
8,2012-10-15,35,66
79,2012-10-15,36,9
136,2012-10-15,36,44
40,2012-10-15,37,5
56,2012-10-15,37,45
2,2012-10-15,37,53
46,2012-10-15,38,9
81,2012-10-15,38,45
2,2012-10-15,38,52
24,2012-10-15,39,9
11,2012-10-15,39,36
65,2012-10-15,40,5
1,2012-10-15,40,15
64,2012-10-15,40,45
46,2012-10-15,41,16
26,2012-10-15,41,68
5,2012-10-15,41,93
69,2012-10-15,42,5
61,2012-10-15,42,45
1,2012-10-15,42,82
57,2012-10-15,43,16
13,2012-10-15,43,37
26,2012-10-15,44,5
45,2012-10-15,44,68
1,2012-10-15,44,93
2,2012-10-15,44,94
11,2012-10-15,45,9
4,2012-10-15,45,26
10,2012-10-16,1,9
6,2012-10-16,1,28
3,2012-10-16,1,89
4,2012-10-16,1,93
69,2012-10-16,2,5
82,2012-10-16,2,44
1,2012-10-16,2,93
45,2012-10-16,3,5
69,2012-10-16,3,45
6,2012-10-16,3,93
189,2012-10-16,4,9
2,2012-10-16,4,27
2,2012-10-16,4,90
16,2012-10-16,4,93
22,2012-10-16,5,16
6,2012-10-16,5,37
60,2012-10-16,6,9
52,2012-10-16,6,45
87,2012-10-16,7,5
26,2012-10-16,7,23
29,2012-10-16,8,5
7,2012-10-16,8,23
1,2012-10-16,8,59
1,2012-10-16,8,84
5,2012-10-16,8,93
42,2012-10-16,9,5
6,2012-10-16,9,42
76,2012-10-16,9,45
74,2012-10-16,10,5
15,2012-10-16,10,37
15,2012-10-16,11,9
53,2012-10-16,11,68
2,2012-10-16,11,86
1,2012-10-16,11,87
44,2012-10-16,12,16
8,2012-10-16,12,37
1,2012-10-16,12,86
88,2012-10-16,13,5
62,2012-10-16,13,36
14,2012-10-16,14,9
9,2012-10-16,14,25
2,2012-10-16,14,33
1,2012-10-16,14,93
43,2012-10-16,15,5
94,2012-10-16,15,45
33,2012-10-16,16,16
107,2012-10-16,16,25
195,2012-10-16,17,9
60,2012-10-16,17,37
150,2012-10-16,17,48
17,2012-10-16,18,5
4,2012-10-16,18,37
4,2012-10-16,19,16
5,2012-10-16,19,69
3,2012-10-16,19,83
84,2012-10-16,20,5
25,2012-10-16,20,41
3,2012-10-16,20,93
44,2012-10-16,21,5
71,2012-10-16,21,44
1,2012-10-16,21,91
55,2012-10-16,22,9
2,2012-10-16,22,54
33,2012-10-16,22,68
24,2012-10-16,23,5
2,2012-10-16,23,29
32,2012-10-16,23,45
11,2012-10-16,24,6
35,2012-10-16,24,43
1,2012-10-16,24,60
96,2012-10-16,25,9
54,2012-10-16,25,45
14,2012-10-16,25,81
48,2012-10-16,26,5
53,2012-10-16,26,45
60,2012-10-16,27,9
28,2012-10-16,27,68
11,2012-10-16,28,5
2,2012-10-16,28,35
33,2012-10-16,28,45
60,2012-10-16,29,8
33,2012-10-16,29,41
65,2012-10-16,29,45
41,2012-10-16,30,16
148,2012-10-16,30,44
1,2012-10-16,30,65
63,2012-10-16,31,9
68,2012-10-16,31,45
8,2012-10-16,31,67
67,2012-10-16,32,9
48,2012-10-16,32,45
107,2012-10-16,33,9
147,2012-10-16,33,44
2,2012-10-16,33,93
58,2012-10-16,34,9
56,2012-10-16,34,45
2,2012-10-16,34,52
1,2012-10-16,34,84
10,2012-10-16,34,93
32,2012-10-16,35,16
1,2012-10-16,35,24
11,2012-10-16,35,66
61,2012-10-16,36,9
1,2012-10-16,36,30
68,2012-10-16,36,44
28,2012-10-16,37,5
55,2012-10-16,37,45
106,2012-10-16,38,9
68,2012-10-16,38,45
1,2012-10-16,38,52
7,2012-10-16,39,9
12,2012-10-16,39,36
46,2012-10-16,40,5
57,2012-10-16,40,45
6,2012-10-16,40,93
33,2012-10-16,41,16
28,2012-10-16,41,68
27,2012-10-16,42,5
64,2012-10-16,42,45
1,2012-10-16,42,82
44,2012-10-16,43,16
14,2012-10-16,43,37
21,2012-10-16,44,5
38,2012-10-16,44,68
4,2012-10-16,44,93
1,2012-10-16,44,94
20,2012-10-16,45,9
3,2012-10-16,45,26
29,2012-10-17,1,9
2,2012-10-17,1,28
1,2012-10-17,1,93
28,2012-10-17,2,5
74,2012-10-17,2,44
41,2012-10-17,3,5
73,2012-10-17,3,45
83,2012-10-17,4,9
1,2012-10-17,4,27
25,2012-10-17,5,16
2,2012-10-17,5,20
9,2012-10-17,5,37
21,2012-10-17,6,9
58,2012-10-17,6,45
45,2012-10-17,7,5
27,2012-10-17,7,23
16,2012-10-17,8,5
6,2012-10-17,8,23
5,2012-10-17,8,93
25,2012-10-17,9,5
9,2012-10-17,9,42
88,2012-10-17,9,45
65,2012-10-17,10,5
2,2012-10-17,10,21
7,2012-10-17,10,37
2,2012-10-17,10,93
17,2012-10-17,11,9
40,2012-10-17,11,68
34,2012-10-17,12,16
10,2012-10-17,12,37
1,2012-10-17,12,86
110,2012-10-17,13,5
96,2012-10-17,13,36
3,2012-10-17,13,46
2,2012-10-17,13,93
4,2012-10-17,14,9
6,2012-10-17,14,25
1,2012-10-17,14,33
20,2012-10-17,15,5
2,2012-10-17,15,17
80,2012-10-17,15,45
31,2012-10-17,16,16
107,2012-10-17,16,25
103,2012-10-17,17,9
72,2012-10-17,17,37
168,2012-10-17,17,48
14,2012-10-17,18,5
9,2012-10-17,18,37
1,2012-10-17,18,72
13,2012-10-17,19,16
1,2012-10-17,19,69
1,2012-10-17,19,75
11,2012-10-17,19,83
57,2012-10-17,20,5
24,2012-10-17,20,41
2,2012-10-17,20,93
89,2012-10-17,21,5
62,2012-10-17,21,44
43,2012-10-17,22,9
37,2012-10-17,22,68
14,2012-10-17,23,5
1,2012-10-17,23,29
12,2012-10-17,23,45
44,2012-10-17,24,6
39,2012-10-17,24,43
81,2012-10-17,25,9
1,2012-10-17,25,12
65,2012-10-17,25,45
9,2012-10-17,25,81
1,2012-10-17,25,93
37,2012-10-17,26,5
50,2012-10-17,26,45
28,2012-10-17,27,9
1,2012-10-17,27,21
37,2012-10-17,27,68
2,2012-10-17,27,93
38,2012-10-17,28,5
1,2012-10-17,28,35
40,2012-10-17,28,45
22,2012-10-17,29,8
27,2012-10-17,29,41
61,2012-10-17,29,45
36,2012-10-17,30,16
129,2012-10-17,30,44
70,2012-10-17,31,9
66,2012-10-17,31,45
2,2012-10-17,31,67
77,2012-10-17,32,9
1,2012-10-17,32,19
52,2012-10-17,32,45
2,2012-10-17,32,51
143,2012-10-17,33,9
156,2012-10-17,33,44
40,2012-10-17,34,9
64,2012-10-17,34,45
5,2012-10-17,34,52
22,2012-10-17,35,16
1,2012-10-17,35,24
2,2012-10-17,35,66
34,2012-10-17,36,9
54,2012-10-17,36,44
28,2012-10-17,37,5
47,2012-10-17,37,45
69,2012-10-17,38,9
72,2012-10-17,38,45
1,2012-10-17,38,52
7,2012-10-17,39,9
6,2012-10-17,39,36
24,2012-10-17,40,5
38,2012-10-17,40,45
1,2012-10-17,40,51
1,2012-10-17,40,93
27,2012-10-17,41,16
20,2012-10-17,41,68
76,2012-10-17,42,5
59,2012-10-17,42,45
44,2012-10-17,43,16
11,2012-10-17,43,37
2,2012-10-17,43,93
57,2012-10-17,44,5
51,2012-10-17,44,68
3,2012-10-17,44,94
10,2012-10-17,45,9
4,2012-10-17,45,26
37,2012-10-18,1,9
1,2012-10-18,1,51
3,2012-10-18,1,89
34,2012-10-18,2,5
145,2012-10-18,2,44
1,2012-10-18,2,93
53,2012-10-18,3,5
46,2012-10-18,3,45
89,2012-10-18,4,9
1,2012-10-18,4,90
28,2012-10-18,5,16
1,2012-10-18,5,20
2,2012-10-18,5,32
12,2012-10-18,5,37
35,2012-10-18,6,9
52,2012-10-18,6,45
44,2012-10-18,7,5
25,2012-10-18,7,23
16,2012-10-18,8,5
3,2012-10-18,8,23
1,2012-10-18,8,59
10,2012-10-18,8,93
32,2012-10-18,9,5
10,2012-10-18,9,42
46,2012-10-18,9,45
55,2012-10-18,10,5
1,2012-10-18,10,21
11,2012-10-18,10,37
60,2012-10-18,11,9
35,2012-10-18,11,68
1,2012-10-18,11,87
29,2012-10-18,12,16
11,2012-10-18,12,37
60,2012-10-18,13,5
89,2012-10-18,13,36
1,2012-10-18,13,46
26,2012-10-18,14,9
11,2012-10-18,14,25
1,2012-10-18,14,33
2,2012-10-18,14,93
41,2012-10-18,15,5
2,2012-10-18,15,17
69,2012-10-18,15,45
2,2012-10-18,15,93
34,2012-10-18,16,16
128,2012-10-18,16,25
2,2012-10-18,16,93
195,2012-10-18,17,9
61,2012-10-18,17,37
125,2012-10-18,17,48
13,2012-10-18,18,5
7,2012-10-18,18,37
15,2012-10-18,19,16
2,2012-10-18,19,39
2,2012-10-18,19,69
4,2012-10-18,19,83
1,2012-10-18,19,88
21,2012-10-18,20,5
1,2012-10-18,20,18
28,2012-10-18,20,41
26,2012-10-18,21,5
81,2012-10-18,21,44
38,2012-10-18,22,9
2,2012-10-18,22,54
33,2012-10-18,22,68
2,2012-10-18,22,93
20,2012-10-18,23,5
2,2012-10-18,23,29
34,2012-10-18,23,45
3,2012-10-18,24,6
32,2012-10-18,24,43
37,2012-10-18,25,9
59,2012-10-18,25,45
15,2012-10-18,25,81
52,2012-10-18,26,5
27,2012-10-18,26,45
33,2012-10-18,27,9
22,2012-10-18,27,68
30,2012-10-18,28,5
2,2012-10-18,28,35
47,2012-10-18,28,45
17,2012-10-18,29,8
34,2012-10-18,29,41
3,2012-10-18,29,45
43,2012-10-18,30,16
136,2012-10-18,30,44
44,2012-10-18,31,9
82,2012-10-18,31,45
11,2012-10-18,31,67
1,2012-10-18,31,93
27,2012-10-18,32,9
23,2012-10-18,32,45
48,2012-10-18,33,9
164,2012-10-18,33,44
1,2012-10-18,33,93
26,2012-10-18,34,9
86,2012-10-18,34,45
1,2012-10-18,34,52
10,2012-10-18,35,16
3,2012-10-18,35,24
8,2012-10-18,35,66
2,2012-10-18,35,93
26,2012-10-18,36,9
2,2012-10-18,36,30
39,2012-10-18,36,44
21,2012-10-18,37,5
57,2012-10-18,37,45
73,2012-10-18,38,9
62,2012-10-18,38,45
1,2012-10-18,38,52
1,2012-10-18,38,86
1,2012-10-18,39,9
28,2012-10-18,39,36
43,2012-10-18,40,5
31,2012-10-18,40,45
4,2012-10-18,40,93
37,2012-10-18,41,16
27,2012-10-18,41,68
17,2012-10-18,42,5
47,2012-10-18,42,45
30,2012-10-18,43,16
16,2012-10-18,43,37
20,2012-10-18,44,5
40,2012-10-18,44,68
39,2012-10-18,45,9
2,2012-10-18,45,26
33,2012-10-19,1,9
3,2012-10-19,1,28
4,2012-10-19,1,93
36,2012-10-19,2,5
109,2012-10-19,2,44
93,2012-10-19,3,5
79,2012-10-19,3,45
2,2012-10-19,3,93
165,2012-10-19,4,9
5,2012-10-19,4,27
1,2012-10-19,4,90
26,2012-10-19,5,16
2,2012-10-19,5,20
2,2012-10-19,5,32
2,2012-10-19,5,37
23,2012-10-19,6,9
54,2012-10-19,6,45
46,2012-10-19,7,5
15,2012-10-19,7,23
62,2012-10-19,8,5
7,2012-10-19,8,23
1,2012-10-19,8,59
7,2012-10-19,8,93
3,2012-10-19,8,100
40,2012-10-19,9,5
5,2012-10-19,9,42
75,2012-10-19,9,45
38,2012-10-19,10,5
2,2012-10-19,10,21
15,2012-10-19,10,37
4,2012-10-19,10,93
8,2012-10-19,11,9
28,2012-10-19,11,68
1,2012-10-19,11,86
39,2012-10-19,12,16
13,2012-10-19,12,37
28,2012-10-19,13,5
65,2012-10-19,13,36
1,2012-10-19,13,46
3,2012-10-19,14,9
17,2012-10-19,14,25
1,2012-10-19,14,33
21,2012-10-19,15,5
96,2012-10-19,15,45
1,2012-10-19,15,86
7,2012-10-19,15,93
34,2012-10-19,16,16
146,2012-10-19,16,25
178,2012-10-19,17,9
65,2012-10-19,17,37
149,2012-10-19,17,48
10,2012-10-19,18,5
7,2012-10-19,18,37
1,2012-10-19,18,72
18,2012-10-19,19,16
1,2012-10-19,19,69
5,2012-10-19,19,75
10,2012-10-19,19,83
1,2012-10-19,19,88
1,2012-10-19,19,93
35,2012-10-19,20,5
2,2012-10-19,20,18
29,2012-10-19,20,41
9,2012-10-19,20,93
17,2012-10-19,21,5
71,2012-10-19,21,44
1,2012-10-19,21,91
44,2012-10-19,22,9
46,2012-10-19,22,68
5,2012-10-19,22,93
12,2012-10-19,23,5
34,2012-10-19,23,45
81,2012-10-19,24,6
49,2012-10-19,24,43
3,2012-10-19,24,60
138,2012-10-19,25,9
79,2012-10-19,25,45
9,2012-10-19,25,81
54,2012-10-19,26,5
45,2012-10-19,26,45
25,2012-10-19,27,9
2,2012-10-19,27,21
31,2012-10-19,27,68
1,2012-10-19,27,80
41,2012-10-19,28,5
50,2012-10-19,28,45
13,2012-10-19,29,8
24,2012-10-19,29,41
59,2012-10-19,29,45
39,2012-10-19,30,16
142,2012-10-19,30,44
21,2012-10-19,31,9
93,2012-10-19,31,45
8,2012-10-19,31,67
5,2012-10-19,31,98
24,2012-10-19,32,9
37,2012-10-19,32,45
85,2012-10-19,33,9
188,2012-10-19,33,44
6,2012-10-19,33,93
27,2012-10-19,34,9
90,2012-10-19,34,45
2,2012-10-19,34,93
23,2012-10-19,35,16
1,2012-10-19,35,24
18,2012-10-19,35,66
2,2012-10-19,35,93
23,2012-10-19,36,9
2,2012-10-19,36,30
48,2012-10-19,36,44
35,2012-10-19,37,5
41,2012-10-19,37,45
97,2012-10-19,38,9
70,2012-10-19,38,45
13,2012-10-19,39,36
23,2012-10-19,40,5
52,2012-10-19,40,45
1,2012-10-19,40,51
35,2012-10-19,41,16
36,2012-10-19,41,68
2,2012-10-19,41,93
7,2012-10-19,42,5
31,2012-10-19,42,45
36,2012-10-19,43,16
15,2012-10-19,43,37
33,2012-10-19,44,5
45,2012-10-19,44,68
1,2012-10-19,44,94
2,2012-10-19,45,9
6,2012-10-19,45,26
30,2012-10-20,1,9
6,2012-10-20,1,28
1,2012-10-20,1,40
1,2012-10-20,1,51
3,2012-10-20,1,93
81,2012-10-20,2,5
122,2012-10-20,2,44
2,2012-10-20,2,93
70,2012-10-20,3,5
114,2012-10-20,3,45
2,2012-10-20,3,93
106,2012-10-20,4,9
7,2012-10-20,4,27
1,2012-10-20,4,90
1,2012-10-20,4,101
14,2012-10-20,5,16
2,2012-10-20,5,20
17,2012-10-20,5,37
26,2012-10-20,6,9
43,2012-10-20,6,45
32,2012-10-20,7,5
29,2012-10-20,7,23
1,2012-10-20,7,93
31,2012-10-20,8,5
15,2012-10-20,8,23
2,2012-10-20,8,59
2,2012-10-20,8,93
2,2012-10-20,8,100
49,2012-10-20,9,5
2,2012-10-20,9,10
12,2012-10-20,9,42
68,2012-10-20,9,45
35,2012-10-20,10,5
2,2012-10-20,10,21
19,2012-10-20,10,37
7,2012-10-20,10,93
42,2012-10-20,11,9
60,2012-10-20,11,68
3,2012-10-20,11,87
70,2012-10-20,12,16
7,2012-10-20,12,37
36,2012-10-20,13,5
92,2012-10-20,13,36
3,2012-10-20,13,46
1,2012-10-20,14,9
15,2012-10-20,14,25
45,2012-10-20,15,5
2,2012-10-20,15,17
117,2012-10-20,15,45
37,2012-10-20,16,16
164,2012-10-20,16,25
131,2012-10-20,17,9
72,2012-10-20,17,37
167,2012-10-20,17,48
1,2012-10-20,17,71
29,2012-10-20,18,5
14,2012-10-20,18,37
1,2012-10-20,18,72
21,2012-10-20,19,16
1,2012-10-20,19,69
1,2012-10-20,19,75
17,2012-10-20,19,83
35,2012-10-20,20,5
1,2012-10-20,20,18
43,2012-10-20,20,41
18,2012-10-20,21,5
67,2012-10-20,21,44
2,2012-10-20,21,91
37,2012-10-20,22,9
1,2012-10-20,22,54
41,2012-10-20,22,68
28,2012-10-20,23,5
33,2012-10-20,23,45
17,2012-10-20,24,6
41,2012-10-20,24,43
2,2012-10-20,24,60
120,2012-10-20,25,9
109,2012-10-20,25,45
17,2012-10-20,25,81
54,2012-10-20,26,5
57,2012-10-20,26,45
62,2012-10-20,27,9
1,2012-10-20,27,21
51,2012-10-20,27,68
15,2012-10-20,28,5
1,2012-10-20,28,35
44,2012-10-20,28,45
42,2012-10-20,29,8
28,2012-10-20,29,41
58,2012-10-20,29,45
39,2012-10-20,30,16
211,2012-10-20,30,44
3,2012-10-20,30,65
31,2012-10-20,31,9
80,2012-10-20,31,45
7,2012-10-20,31,67
2,2012-10-20,31,93
1,2012-10-20,31,98
33,2012-10-20,32,9
1,2012-10-20,32,19
40,2012-10-20,32,45
116,2012-10-20,33,9
162,2012-10-20,33,44
62,2012-10-20,34,9
86,2012-10-20,34,45
2,2012-10-20,34,52
42,2012-10-20,35,16
2,2012-10-20,35,24
23,2012-10-20,35,66
10,2012-10-20,36,9
2,2012-10-20,36,30
106,2012-10-20,36,44
67,2012-10-20,37,5
87,2012-10-20,37,45
2,2012-10-20,37,53
61,2012-10-20,38,9
92,2012-10-20,38,45
5,2012-10-20,39,9
20,2012-10-20,39,36
39,2012-10-20,40,5
85,2012-10-20,40,45
39,2012-10-20,41,16
48,2012-10-20,41,68
6,2012-10-20,41,93
35,2012-10-20,42,5
62,2012-10-20,42,45
54,2012-10-20,43,16
16,2012-10-20,43,37
46,2012-10-20,44,5
72,2012-10-20,44,68
6,2012-10-20,44,94
12,2012-10-20,45,9
2,2012-10-20,45,26
61,2012-10-21,1,9
6,2012-10-21,1,28
3,2012-10-21,1,40
1,2012-10-21,1,51
74,2012-10-21,2,5
192,2012-10-21,2,44
1,2012-10-21,2,93
134,2012-10-21,3,5
104,2012-10-21,3,45
158,2012-10-21,4,9
8,2012-10-21,4,27
1,2012-10-21,4,90
1,2012-10-21,4,97
48,2012-10-21,5,16
2,2012-10-21,5,20
1,2012-10-21,5,32
23,2012-10-21,5,37
67,2012-10-21,6,9
71,2012-10-21,6,45
61,2012-10-21,7,5
43,2012-10-21,7,23
2,2012-10-21,7,93
59,2012-10-21,8,5
13,2012-10-21,8,23
2,2012-10-21,8,93
87,2012-10-21,9,5
4,2012-10-21,9,10
6,2012-10-21,9,42
93,2012-10-21,9,45
2,2012-10-21,9,93
41,2012-10-21,10,5
18,2012-10-21,10,37
8,2012-10-21,10,93
28,2012-10-21,11,9
67,2012-10-21,11,68
3,2012-10-21,11,87
56,2012-10-21,12,16
21,2012-10-21,12,37
96,2012-10-21,13,5
91,2012-10-21,13,36
2,2012-10-21,13,46
2,2012-10-21,13,93
44,2012-10-21,14,9
15,2012-10-21,14,25
74,2012-10-21,15,5
176,2012-10-21,15,45
1,2012-10-21,15,86
2,2012-10-21,15,93
56,2012-10-21,16,16
157,2012-10-21,16,25
167,2012-10-21,17,9
78,2012-10-21,17,37
173,2012-10-21,17,48
30,2012-10-21,18,5
18,2012-10-21,18,37
12,2012-10-21,19,16
2,2012-10-21,19,69
2,2012-10-21,19,75
13,2012-10-21,19,83
112,2012-10-21,20,5
39,2012-10-21,20,41
62,2012-10-21,21,5
92,2012-10-21,21,44
18,2012-10-21,22,9
35,2012-10-21,22,68
3,2012-10-21,22,93
45,2012-10-21,23,5
1,2012-10-21,23,29
49,2012-10-21,23,45
82,2012-10-21,24,6
36,2012-10-21,24,43
160,2012-10-21,25,9
1,2012-10-21,25,12
121,2012-10-21,25,45
12,2012-10-21,25,81
4,2012-10-21,25,93
49,2012-10-21,26,5
76,2012-10-21,26,45
59,2012-10-21,27,9
3,2012-10-21,27,21
47,2012-10-21,27,68
3,2012-10-21,27,80
19,2012-10-21,28,5
1,2012-10-21,28,35
54,2012-10-21,28,45
43,2012-10-21,29,8
32,2012-10-21,29,41
78,2012-10-21,29,45
51,2012-10-21,30,16
199,2012-10-21,30,44
1,2012-10-21,30,65
106,2012-10-21,31,9
96,2012-10-21,31,45
13,2012-10-21,31,67
101,2012-10-21,32,9
1,2012-10-21,32,19
70,2012-10-21,32,45
2,2012-10-21,32,93
169,2012-10-21,33,9
248,2012-10-21,33,44
1,2012-10-21,33,85
5,2012-10-21,33,93
69,2012-10-21,34,9
105,2012-10-21,34,45
3,2012-10-21,34,52
27,2012-10-21,35,16
1,2012-10-21,35,24
12,2012-10-21,35,66
43,2012-10-21,36,9
45,2012-10-21,36,44
76,2012-10-21,37,5
101,2012-10-21,37,45
1,2012-10-21,37,53
101,2012-10-21,38,9
109,2012-10-21,38,45
6,2012-10-21,38,93
1,2012-10-21,39,9
10,2012-10-21,39,36
41,2012-10-21,40,5
2,2012-10-21,40,15
59,2012-10-21,40,45
1,2012-10-21,40,51
24,2012-10-21,41,16
52,2012-10-21,41,68
57,2012-10-21,42,5
69,2012-10-21,42,45
62,2012-10-21,43,16
10,2012-10-21,43,37
56,2012-10-21,44,5
63,2012-10-21,44,68
3,2012-10-21,44,94
40,2012-10-21,45,9
4,2012-10-21,45,26
25,2012-10-22,1,9
1,2012-10-22,1,28
2,2012-10-22,1,93
57,2012-10-22,2,5
1,2012-10-22,2,11
126,2012-10-22,2,44
2,2012-10-22,2,93
49,2012-10-22,3,5
72,2012-10-22,3,45
78,2012-10-22,4,9
9,2012-10-22,4,27
1,2012-10-22,4,90
1,2012-10-22,4,93
1,2012-10-22,4,101
11,2012-10-22,5,16
1,2012-10-22,5,20
1,2012-10-22,5,32
11,2012-10-22,5,37
79,2012-10-22,6,9
63,2012-10-22,6,45
138,2012-10-22,7,5
29,2012-10-22,7,23
3,2012-10-22,7,93
25,2012-10-22,8,5
16,2012-10-22,8,23
1,2012-10-22,8,59
2,2012-10-22,8,84
3,2012-10-22,8,93
36,2012-10-22,9,5
12,2012-10-22,9,42
70,2012-10-22,9,45
1,2012-10-22,9,93
20,2012-10-22,10,5
12,2012-10-22,10,37
3,2012-10-22,10,93
14,2012-10-22,11,9
43,2012-10-22,11,68
3,2012-10-22,11,87
28,2012-10-22,12,16
15,2012-10-22,12,37
3,2012-10-22,12,79
58,2012-10-22,13,5
87,2012-10-22,13,36
2,2012-10-22,13,46
20,2012-10-22,14,9
9,2012-10-22,14,25
50,2012-10-22,15,5
1,2012-10-22,15,17
72,2012-10-22,15,45
1,2012-10-22,15,49
4,2012-10-22,15,93
49,2012-10-22,16,16
117,2012-10-22,16,25
132,2012-10-22,17,9
81,2012-10-22,17,37
175,2012-10-22,17,48
1,2012-10-22,17,71
22,2012-10-22,18,5
14,2012-10-22,18,37
1,2012-10-22,18,72
15,2012-10-22,19,16
1,2012-10-22,19,69
2,2012-10-22,19,75
7,2012-10-22,19,83
78,2012-10-22,20,5
1,2012-10-22,20,18
40,2012-10-22,20,41
26,2012-10-22,21,5
83,2012-10-22,21,44
27,2012-10-22,22,9
1,2012-10-22,22,54
53,2012-10-22,22,68
15,2012-10-22,23,5
1,2012-10-22,23,29
35,2012-10-22,23,45
29,2012-10-22,24,6
35,2012-10-22,24,43
78,2012-10-22,25,9
1,2012-10-22,25,12
83,2012-10-22,25,45
2,2012-10-22,25,50
15,2012-10-22,25,81
43,2012-10-22,26,5
49,2012-10-22,26,45
36,2012-10-22,27,9
2,2012-10-22,27,21
40,2012-10-22,27,68
28,2012-10-22,28,5
2,2012-10-22,28,35
45,2012-10-22,28,45
39,2012-10-22,29,8
24,2012-10-22,29,41
75,2012-10-22,29,45
42,2012-10-22,30,16
139,2012-10-22,30,44
2,2012-10-22,30,65
41,2012-10-22,31,9
81,2012-10-22,31,45
