station_nbr,date,tmax,tmin,dayNum,weekday,weekend
9,2012-10-02,73,42,2,1,0
10,2012-10-02,90,78,2,1,0
11,2012-10-02,87,74,2,1,0
12,2012-10-02,90,76,2,1,0
13,2012-10-02,80,47,2,1,0
14,2012-10-02,75,56,2,1,0
15,2012-10-02,68,49,2,1,0
16,2012-10-02,71,54,2,1,0
17,2012-10-02,79,51,2,1,0
18,2012-10-02,80,65,2,1,0
19,2012-10-02,65,49,2,1,0
20,2012-10-02,80,63,2,1,0
1,2012-10-03,65,60,3,1,0
2,2012-10-03,62,58,3,1,0
3,2012-10-03,80,49,3,1,0
4,2012-10-03,85,56,3,1,0
5,2012-10-03,M,M,3,1,0
6,2012-10-03,84,51,3,1,0
7,2012-10-03,80,51,3,1,0
8,2012-10-03,84,55,3,1,0
9,2012-10-03,79,47,3,1,0
10,2012-10-03,85,76,3,1,0
11,2012-10-03,84,72,3,1,0
12,2012-10-03,85,75,3,1,0
13,2012-10-03,79,37,3,1,0
14,2012-10-03,80,50,3,1,0
15,2012-10-03,63,58,3,1,0
16,2012-10-03,64,59,3,1,0
17,2012-10-03,81,47,3,1,0
18,2012-10-03,85,61,3,1,0
19,2012-10-03,67,54,3,1,0
20,2012-10-03,85,62,3,1,0
1,2012-10-04,63,59,4,1,0
2,2012-10-04,62,58,4,1,0
3,2012-10-04,79,56,4,1,0
4,2012-10-04,90,67,4,1,0
5,2012-10-04,M,M,4,1,0
6,2012-10-04,90,62,4,1,0
7,2012-10-04,67,56,4,1,0
8,2012-10-04,90,68,4,1,0
9,2012-10-04,62,43,4,1,0
10,2012-10-04,91,74,4,1,0
11,2012-10-04,87,72,4,1,0
12,2012-10-04,87,71,4,1,0
13,2012-10-04,49,34,4,1,0
14,2012-10-04,70,58,4,1,0
15,2012-10-04,61,58,4,1,0
16,2012-10-04,62,59,4,1,0
17,2012-10-04,80,55,4,1,0
18,2012-10-04,86,66,4,1,0
19,2012-10-04,79,48,4,1,0
20,2012-10-04,86,63,4,1,0
1,2012-10-05,77,59,5,1,0
2,2012-10-05,74,56,5,1,0
3,2012-10-05,56,40,5,1,0
4,2012-10-05,89,71,5,1,0
5,2012-10-05,M,M,5,1,0
6,2012-10-05,89,67,5,1,0
7,2012-10-05,60,46,5,1,0
8,2012-10-05,88,70,5,1,0
9,2012-10-05,48,37,5,1,0
10,2012-10-05,88,76,5,1,0
11,2012-10-05,85,73,5,1,0
12,2012-10-05,86,74,5,1,0
13,2012-10-05,42,29,5,1,0
14,2012-10-05,59,46,5,1,0
15,2012-10-05,77,55,5,1,0
16,2012-10-05,76,59,5,1,0
17,2012-10-05,58,45,5,1,0
18,2012-10-05,85,58,5,1,0
19,2012-10-05,52,40,5,1,0
20,2012-10-05,87,59,5,1,0
1,2012-10-06,79,51,6,0,1
2,2012-10-06,73,48,6,0,1
3,2012-10-06,50,39,6,0,1
4,2012-10-06,72,55,6,0,1
5,2012-10-06,M,M,6,0,1
6,2012-10-06,70,56,6,0,1
7,2012-10-06,49,38,6,0,1
8,2012-10-06,79,59,6,0,1
9,2012-10-06,44,34,6,0,1
10,2012-10-06,87,76,6,0,1
11,2012-10-06,86,71,6,0,1
12,2012-10-06,87,73,6,0,1
13,2012-10-06,35,30,6,0,1
14,2012-10-06,50,42,6,0,1
15,2012-10-06,78,44,6,0,1
16,2012-10-06,79,50,6,0,1
17,2012-10-06,50,40,6,0,1
18,2012-10-06,58,48,6,0,1
19,2012-10-06,47,38,6,0,1
20,2012-10-06,59,49,6,0,1
1,2012-10-07,58,44,7,0,1
2,2012-10-07,53,41,7,0,1
3,2012-10-07,56,32,7,0,1
4,2012-10-07,58,50,7,0,1
5,2012-10-07,M,M,7,0,1
6,2012-10-07,59,51,7,0,1
7,2012-10-07,48,33,7,0,1
8,2012-10-07,59,54,7,0,1
9,2012-10-07,53,26,7,0,1
10,2012-10-07,90,74,7,0,1
11,2012-10-07,89,68,7,0,1
12,2012-10-07,89,71,7,0,1
13,2012-10-07,51,25,7,0,1
14,2012-10-07,52,36,7,0,1
15,2012-10-07,55,35,7,0,1
16,2012-10-07,58,41,7,0,1
17,2012-10-07,55,34,7,0,1
18,2012-10-07,53,48,7,0,1
19,2012-10-07,50,35,7,0,1
20,2012-10-07,54,47,7,0,1
1,2012-10-08,57,42,1,1,0
2,2012-10-08,54,39,1,1,0
3,2012-10-08,65,36,1,1,0
4,2012-10-08,70,50,1,1,0
5,2012-10-08,M,M,1,1,0
6,2012-10-08,70,50,1,1,0
7,2012-10-08,64,33,1,1,0
8,2012-10-08,70,52,1,1,0
9,2012-10-08,65,35,1,1,0
10,2012-10-08,86,71,1,1,0
11,2012-10-08,85,65,1,1,0
12,2012-10-08,86,69,1,1,0
13,2012-10-08,70,31,1,1,0
14,2012-10-08,65,31,1,1,0
15,2012-10-08,56,37,1,1,0
16,2012-10-08,57,39,1,1,0
17,2012-10-08,65,31,1,1,0
18,2012-10-08,66,41,1,1,0
19,2012-10-08,61,33,1,1,0
20,2012-10-08,67,40,1,1,0
1,2012-10-09,59,47,2,1,0
2,2012-10-09,52,45,2,1,0
3,2012-10-09,65,50,2,1,0
4,2012-10-09,80,59,2,1,0
5,2012-10-09,M,M,2,1,0
6,2012-10-09,82,56,2,1,0
7,2012-10-09,76,48,2,1,0
8,2012-10-09,84,59,2,1,0
9,2012-10-09,52,38,2,1,0
10,2012-10-09,71,63,2,1,0
11,2012-10-09,66,59,2,1,0
12,2012-10-09,69,63,2,1,0
13,2012-10-09,56,33,2,1,0
14,2012-10-09,77,46,2,1,0
15,2012-10-09,56,36,2,1,0
16,2012-10-09,58,48,2,1,0
17,2012-10-09,67,41,2,1,0
18,2012-10-09,80,53,2,1,0
19,2012-10-09,64,42,2,1,0
20,2012-10-09,80,50,2,1,0
1,2012-10-10,61,50,3,1,0
2,2012-10-10,59,46,3,1,0
3,2012-10-10,69,42,3,1,0
4,2012-10-10,88,71,3,1,0
5,2012-10-10,M,M,3,1,0
6,2012-10-10,89,65,3,1,0
7,2012-10-10,69,45,3,1,0
8,2012-10-10,88,66,3,1,0
9,2012-10-10,53,33,3,1,0
10,2012-10-10,81,60,3,1,0
11,2012-10-10,80,56,3,1,0
12,2012-10-10,81,59,3,1,0
13,2012-10-10,71,32,3,1,0
14,2012-10-10,68,50,3,1,0
15,2012-10-10,55,47,3,1,0
16,2012-10-10,61,51,3,1,0
17,2012-10-10,71,46,3,1,0
18,2012-10-10,71,63,3,1,0
19,2012-10-10,49,37,3,1,0
20,2012-10-10,72,62,3,1,0
1,2012-10-11,59,43,4,1,0
2,2012-10-11,53,40,4,1,0
3,2012-10-11,78,61,4,1,0
4,2012-10-11,84,72,4,1,0
5,2012-10-11,M,M,4,1,0
6,2012-10-11,83,68,4,1,0
7,2012-10-11,79,60,4,1,0
8,2012-10-11,86,70,4,1,0
9,2012-10-11,56,32,4,1,0
10,2012-10-11,82,67,4,1,0
11,2012-10-11,81,59,4,1,0
12,2012-10-11,80,63,4,1,0
13,2012-10-11,66,42,4,1,0
14,2012-10-11,81,59,4,1,0
15,2012-10-11,57,37,4,1,0
16,2012-10-11,60,39,4,1,0
17,2012-10-11,80,63,4,1,0
18,2012-10-11,85,65,4,1,0
19,2012-10-11,65,40,4,1,0
20,2012-10-11,87,65,4,1,0
1,2012-10-12,54,36,5,1,0
2,2012-10-12,50,32,5,1,0
3,2012-10-12,74,66,5,1,0
4,2012-10-12,88,72,5,1,0
5,2012-10-12,M,M,5,1,0
6,2012-10-12,87,68,5,1,0
7,2012-10-12,74,65,5,1,0
8,2012-10-12,88,70,5,1,0
9,2012-10-12,54,27,5,1,0
10,2012-10-12,83,67,5,1,0
11,2012-10-12,83,60,5,1,0
12,2012-10-12,82,62,5,1,0
13,2012-10-12,69,36,5,1,0
14,2012-10-12,75,67,5,1,0
15,2012-10-12,53,32,5,1,0
16,2012-10-12,54,34,5,1,0
17,2012-10-12,77,65,5,1,0
18,2012-10-12,85,70,5,1,0
19,2012-10-12,50,34,5,1,0
20,2012-10-12,86,69,5,1,0
1,2012-10-13,54,29,6,0,1
2,2012-10-13,49,29,6,0,1
3,2012-10-13,78,65,6,0,1
4,2012-10-13,83,74,6,0,1
5,2012-10-13,M,M,6,0,1
6,2012-10-13,85,74,6,0,1
7,2012-10-13,77,59,6,0,1
8,2012-10-13,84,72,6,0,1
9,2012-10-13,53,47,6,0,1
10,2012-10-13,84,73,6,0,1
11,2012-10-13,83,62,6,0,1
12,2012-10-13,83,67,6,0,1
13,2012-10-13,53,37,6,0,1
14,2012-10-13,75,60,6,0,1
15,2012-10-13,52,23,6,0,1
16,2012-10-13,53,28,6,0,1
17,2012-10-13,79,65,6,0,1
18,2012-10-13,83,72,6,0,1
19,2012-10-13,64,45,6,0,1
20,2012-10-13,83,72,6,0,1
1,2012-10-14,64,45,7,0,1
2,2012-10-14,64,42,7,0,1
3,2012-10-14,79,54,7,0,1
4,2012-10-14,88,64,7,0,1
5,2012-10-14,M,M,7,0,1
6,2012-10-14,87,61,7,0,1
7,2012-10-14,78,52,7,0,1
8,2012-10-14,86,66,7,0,1
9,2012-10-14,59,45,7,0,1
10,2012-10-14,86,71,7,0,1
11,2012-10-14,83,66,7,0,1
12,2012-10-14,84,69,7,0,1
13,2012-10-14,67,40,7,0,1
14,2012-10-14,78,55,7,0,1
15,2012-10-14,57,39,7,0,1
16,2012-10-14,65,46,7,0,1
17,2012-10-14,79,48,7,0,1
18,2012-10-14,82,60,7,0,1
19,2012-10-14,67,48,7,0,1
20,2012-10-14,83,61,7,0,1
1,2012-10-15,78,59,1,1,0
2,2012-10-15,70,57,1,1,0
3,2012-10-15,86,52,1,1,0
4,2012-10-15,79,60,1,1,0
5,2012-10-15,M,M,1,1,0
6,2012-10-15,80,57,1,1,0
7,2012-10-15,83,49,1,1,0
8,2012-10-15,79,59,1,1,0
9,2012-10-15,62,36,1,1,0
10,2012-10-15,86,71,1,1,0
11,2012-10-15,84,66,1,1,0
12,2012-10-15,85,68,1,1,0
13,2012-10-15,76,41,1,1,0
14,2012-10-15,84,50,1,1,0
15,2012-10-15,72,47,1,1,0
16,2012-10-15,77,60,1,1,0
17,2012-10-15,86,47,1,1,0
18,2012-10-15,83,54,1,1,0
19,2012-10-15,52,42,1,1,0
20,2012-10-15,83,55,1,1,0
1,2012-10-16,61,37,2,1,0
2,2012-10-16,58,36,2,1,0
3,2012-10-16,81,63,2,1,0
4,2012-10-16,72,61,2,1,0
5,2012-10-16,M,M,2,1,0
6,2012-10-16,73,60,2,1,0
7,2012-10-16,80,59,2,1,0
8,2012-10-16,72,61,2,1,0
9,2012-10-16,65,49,2,1,0
10,2012-10-16,79,66,2,1,0
11,2012-10-16,77,58,2,1,0
12,2012-10-16,79,62,2,1,0
13,2012-10-16,77,41,2,1,0
14,2012-10-16,80,54,2,1,0
15,2012-10-16,58,32,2,1,0
16,2012-10-16,64,35,2,1,0
17,2012-10-16,82,58,2,1,0
18,2012-10-16,76,60,2,1,0
19,2012-10-16,63,38,2,1,0
20,2012-10-16,75,59,2,1,0
1,2012-10-17,63,35,3,1,0
2,2012-10-17,60,35,3,1,0
3,2012-10-17,81,52,3,1,0
4,2012-10-17,90,64,3,1,0
5,2012-10-17,M,M,3,1,0
6,2012-10-17,89,65,3,1,0
7,2012-10-17,76,52,3,1,0
8,2012-10-17,90,63,3,1,0
9,2012-10-17,64,48,3,1,0
10,2012-10-17,79,66,3,1,0
11,2012-10-17,77,57,3,1,0
12,2012-10-17,79,61,3,1,0
13,2012-10-17,55,35,3,1,0
14,2012-10-17,77,52,3,1,0
15,2012-10-17,63,29,3,1,0
16,2012-10-17,61,34,3,1,0
17,2012-10-17,82,50,3,1,0
18,2012-10-17,87,65,3,1,0
19,2012-10-17,69,54,3,1,0
20,2012-10-17,88,63,3,1,0
1,2012-10-18,66,40,4,1,0
2,2012-10-18,63,44,4,1,0
3,2012-10-18,71,50,4,1,0
4,2012-10-18,79,55,4,1,0
5,2012-10-18,M,M,4,1,0
6,2012-10-18,80,49,4,1,0
7,2012-10-18,70,44,4,1,0
8,2012-10-18,77,61,4,1,0
9,2012-10-18,50,43,4,1,0
10,2012-10-18,88,69,4,1,0
11,2012-10-18,85,61,4,1,0
12,2012-10-18,87,66,4,1,0
13,2012-10-18,63,28,4,1,0
14,2012-10-18,70,45,4,1,0
15,2012-10-18,66,34,4,1,0
16,2012-10-18,62,37,4,1,0
17,2012-10-18,71,43,4,1,0
18,2012-10-18,76,54,4,1,0
19,2012-10-18,54,44,4,1,0
20,2012-10-18,77,50,4,1,0
1,2012-10-19,67,48,5,1,0
2,2012-10-19,64,51,5,1,0
3,2012-10-19,70,48,5,1,0
4,2012-10-19,83,50,5,1,0
5,2012-10-19,M,M,5,1,0
6,2012-10-19,83,43,5,1,0
7,2012-10-19,72,48,5,1,0
8,2012-10-19,81,48,5,1,0
9,2012-10-19,52,36,5,1,0
10,2012-10-19,81,68,5,1,0
11,2012-10-19,82,62,5,1,0
12,2012-10-19,81,67,5,1,0
13,2012-10-19,71,34,5,1,0
14,2012-10-19,72,49,5,1,0
15,2012-10-19,62,47,5,1,0
16,2012-10-19,64,46,5,1,0
17,2012-10-19,71,42,5,1,0
18,2012-10-19,77,50,5,1,0
19,2012-10-19,50,42,5,1,0
20,2012-10-19,78,49,5,1,0
1,2012-10-20,76,55,6,0,1
2,2012-10-20,70,48,6,0,1
3,2012-10-20,84,41,6,0,1
4,2012-10-20,87,55,6,0,1
5,2012-10-20,M,M,6,0,1
6,2012-10-20,88,48,6,0,1
7,2012-10-20,81,50,6,0,1
8,2012-10-20,88,55,6,0,1
9,2012-10-20,55,33,6,0,1
10,2012-10-20,82,60,6,0,1
11,2012-10-20,80,53,6,0,1
12,2012-10-20,82,57,6,0,1
13,2012-10-20,77,45,6,0,1
14,2012-10-20,82,46,6,0,1
15,2012-10-20,75,50,6,0,1
16,2012-10-20,75,56,6,0,1
17,2012-10-20,85,40,6,0,1
18,2012-10-20,86,54,6,0,1
19,2012-10-20,58,42,6,0,1
20,2012-10-20,87,57,6,0,1
1,2012-10-21,65,46,7,0,1
2,2012-10-21,59,42,7,0,1
3,2012-10-21,86,66,7,0,1
4,2012-10-21,91,74,7,0,1
5,2012-10-21,M,M,7,0,1
6,2012-10-21,91,75,7,0,1
7,2012-10-21,88,67,7,0,1
8,2012-10-21,90,73,7,0,1
9,2012-10-21,72,42,7,0,1
10,2012-10-21,79,60,7,0,1
11,2012-10-21,79,51,7,0,1
12,2012-10-21,78,55,7,0,1
13,2012-10-21,71,37,7,0,1
14,2012-10-21,88,66,7,0,1
15,2012-10-21,63,35,7,0,1
16,2012-10-21,65,45,7,0,1
17,2012-10-21,87,67,7,0,1
18,2012-10-21,89,75,7,0,1
19,2012-10-21,59,35,7,0,1
20,2012-10-21,90,76,7,0,1
1,2012-10-22,66,46,1,1,0
2,2012-10-22,62,48,1,1,0
3,2012-10-22,80,71,1,1,0
4,2012-10-22,89,72,1,1,0
5,2012-10-22,M,M,1,1,0
6,2012-10-22,88,70,1,1,0
7,2012-10-22,83,68,1,1,0
8,2012-10-22,82,70,1,1,0
9,2012-10-22,64,50,1,1,0
10,2012-10-22,79,66,1,1,0
11,2012-10-22,79,59,1,1,0
12,2012-10-22,80,63,1,1,0
13,2012-10-22,73,34,1,1,0
14,2012-10-22,82,66,1,1,0
15,2012-10-22,64,37,1,1,0
16,2012-10-22,67,44,1,1,0
17,2012-10-22,80,68,1,1,0
18,2012-10-22,84,73,1,1,0
19,2012-10-22,60,47,1,1,0
20,2012-10-22,86,73,1,1,0
1,2012-10-23,64,45,2,1,0
2,2012-10-23,61,47,2,1,0
3,2012-10-23,81,70,2,1,0
4,2012-10-23,85,71,2,1,0
5,2012-10-23,M,M,2,1,0
6,2012-10-23,87,68,2,1,0
7,2012-10-23,84,67,2,1,0
8,2012-10-23,86,66,2,1,0
9,2012-10-23,63,M,2,1,0
10,2012-10-23,82,65,2,1,0
11,2012-10-23,82,60,2,1,0
12,2012-10-23,82,62,2,1,0
13,2012-10-23,77,43,2,1,0
14,2012-10-23,84,66,2,1,0
15,2012-10-23,63,34,2,1,0
16,2012-10-23,66,43,2,1,0
17,2012-10-23,81,70,2,1,0
18,2012-10-23,84,71,2,1,0
19,2012-10-23,58,51,2,1,0
20,2012-10-23,85,70,2,1,0
1,2012-10-24,60,39,3,1,0
2,2012-10-24,55,46,3,1,0
3,2012-10-24,84,69,3,1,0
4,2012-10-24,87,67,3,1,0
5,2012-10-24,M,M,3,1,0
6,2012-10-24,87,62,3,1,0
7,2012-10-24,75,66,3,1,0
8,2012-10-24,86,63,3,1,0
9,2012-10-24,M,M,3,1,0
10,2012-10-24,84,67,3,1,0
11,2012-10-24,83,63,3,1,0
12,2012-10-24,84,63,3,1,0
13,2012-10-24,54,27,3,1,0
14,2012-10-24,74,65,3,1,0
15,2012-10-24,63,28,3,1,0
16,2012-10-24,57,39,3,1,0
17,2012-10-24,85,69,3,1,0
18,2012-10-24,85,68,3,1,0
19,2012-10-24,76,53,3,1,0
20,2012-10-24,84,68,3,1,0
1,2012-10-25,64,38,4,1,0
2,2012-10-25,58,43,4,1,0
3,2012-10-25,73,43,4,1,0
4,2012-10-25,88,63,4,1,0
5,2012-10-25,M,M,4,1,0
6,2012-10-25,88,63,4,1,0
7,2012-10-25,72,41,4,1,0
8,2012-10-25,88,64,4,1,0
9,2012-10-25,M,M,4,1,0
10,2012-10-25,84,71,4,1,0
11,2012-10-25,82,67,4,1,0
12,2012-10-25,84,71,4,1,0
13,2012-10-25,33,26,4,1,0
14,2012-10-25,71,44,4,1,0
15,2012-10-25,63,34,4,1,0
16,2012-10-25,62,34,4,1,0
17,2012-10-25,73,45,4,1,0
18,2012-10-25,81,54,4,1,0
19,2012-10-25,73,41,4,1,0
20,2012-10-25,81,55,4,1,0
1,2012-10-26,68,43,5,1,0
2,2012-10-26,63,48,5,1,0
3,2012-10-26,51,33,5,1,0
4,2012-10-26,63,50,5,1,0
5,2012-10-26,M,M,5,1,0
6,2012-10-26,63,50,5,1,0
7,2012-10-26,51,33,5,1,0
8,2012-10-26,63,52,5,1,0
9,2012-10-26,40,32,5,1,0
10,2012-10-26,78,72,5,1,0
11,2012-10-26,77,69,5,1,0
12,2012-10-26,78,72,5,1,0
13,2012-10-26,39,25,5,1,0
14,2012-10-26,52,36,5,1,0
15,2012-10-26,66,40,5,1,0
16,2012-10-26,67,41,5,1,0
17,2012-10-26,52,38,5,1,0
18,2012-10-26,56,46,5,1,0
19,2012-10-26,49,36,5,1,0
20,2012-10-26,56,45,5,1,0
1,2012-10-27,67,45,6,0,1
2,2012-10-27,60,51,6,0,1
3,2012-10-27,54,28,6,0,1
4,2012-10-27,64,44,6,0,1
5,2012-10-27,M,M,6,0,1
6,2012-10-27,63,45,6,0,1
7,2012-10-27,53,27,6,0,1
8,2012-10-27,63,45,6,0,1
9,2012-10-27,44,29,6,0,1
10,2012-10-27,74,67,6,0,1
11,2012-10-27,73,65,6,0,1
12,2012-10-27,73,68,6,0,1
13,2012-10-27,48,24,6,0,1
14,2012-10-27,54,31,6,0,1
15,2012-10-27,66,43,6,0,1
16,2012-10-27,66,42,6,0,1
17,2012-10-27,54,32,6,0,1
18,2012-10-27,60,38,6,0,1
19,2012-10-27,44,32,6,0,1
20,2012-10-27,60,37,6,0,1
1,2012-10-28,56,49,7,0,1
2,2012-10-28,51,47,7,0,1
3,2012-10-28,58,28,7,0,1
4,2012-10-28,67,43,7,0,1
5,2012-10-28,M,M,7,0,1
6,2012-10-28,67,38,7,0,1
7,2012-10-28,59,29,7,0,1
8,2012-10-28,66,39,7,0,1
9,2012-10-28,47,28,7,0,1
10,2012-10-28,77,58,7,0,1
11,2012-10-28,75,57,7,0,1
12,2012-10-28,77,59,7,0,1
13,2012-10-28,61,27,7,0,1
14,2012-10-28,60,30,7,0,1
15,2012-10-28,54,49,7,0,1
16,2012-10-28,56,50,7,0,1
17,2012-10-28,59,27,7,0,1
18,2012-10-28,64,37,7,0,1
19,2012-10-28,47,36,7,0,1
20,2012-10-28,65,36,7,0,1
1,2012-10-29,M,M,1,1,0
2,2012-10-29,61,48,1,1,0
3,2012-10-29,64,30,1,1,0
4,2012-10-29,70,40,1,1,0
5,2012-10-29,M,M,1,1,0
6,2012-10-29,71,34,1,1,0
7,2012-10-29,65,37,1,1,0
8,2012-10-29,70,37,1,1,0
9,2012-10-29,46,29,1,1,0
10,2012-10-29,67,49,1,1,0
11,2012-10-29,65,44,1,1,0
12,2012-10-29,66,49,1,1,0
13,2012-10-29,65,36,1,1,0
14,2012-10-29,66,34,1,1,0
15,2012-10-29,59,49,1,1,0
16,2012-10-29,63,54,1,1,0
17,2012-10-29,67,30,1,1,0
18,2012-10-29,68,38,1,1,0
19,2012-10-29,48,35,1,1,0
20,2012-10-29,69,38,1,1,0
1,2012-10-30,61,52,2,1,0
2,2012-10-30,64,53,2,1,0
3,2012-10-30,76,40,2,1,0
4,2012-10-30,78,43,2,1,0
5,2012-10-30,M,M,2,1,0
6,2012-10-30,77,37,2,1,0
7,2012-10-30,78,45,2,1,0
8,2012-10-30,77,41,2,1,0
9,2012-10-30,50,29,2,1,0
10,2012-10-30,66,44,2,1,0
11,2012-10-30,64,41,2,1,0
12,2012-10-30,65,47,2,1,0
13,2012-10-30,67,35,2,1,0
14,2012-10-30,78,39,2,1,0
15,2012-10-30,68,48,2,1,0
16,2012-10-30,66,55,2,1,0
17,2012-10-30,78,35,2,1,0
18,2012-10-30,77,44,2,1,0
19,2012-10-30,45,37,2,1,0
20,2012-10-30,77,44,2,1,0
1,2012-10-31,58,49,3,1,0
2,2012-10-31,53,44,3,1,0
3,2012-10-31,69,39,3,1,0
4,2012-10-31,86,56,3,1,0
5,2012-10-31,M,M,3,1,0
6,2012-10-31,86,47,3,1,0
7,2012-10-31,72,43,3,1,0
8,2012-10-31,82,52,3,1,0
9,2012-10-31,51,25,3,1,0
10,2012-10-31,72,47,3,1,0
11,2012-10-31,71,42,3,1,0
12,2012-10-31,72,50,3,1,0
13,2012-10-31,69,38,3,1,0
14,2012-10-31,72,44,3,1,0
15,2012-10-31,57,45,3,1,0
16,2012-10-31,59,48,3,1,0
17,2012-10-31,71,43,3,1,0
18,2012-10-31,83,55,3,1,0
19,2012-10-31,48,34,3,1,0
20,2012-10-31,83,60,3,1,0
1,2012-11-01,56,45,4,1,0
2,2012-11-01,52,40,4,1,0
3,2012-11-01,80,40,4,1,0
4,2012-11-01,88,57,4,1,0
5,2012-11-01,M,M,4,1,0
6,2012-11-01,87,51,4,1,0
7,2012-11-01,79,49,4,1,0
8,2012-11-01,86,57,4,1,0
9,2012-11-01,46,30,4,1,0
10,2012-11-01,75,54,4,1,0
11,2012-11-01,73,45,4,1,0
12,2012-11-01,75,48,4,1,0
13,2012-11-01,70,40,4,1,0
14,2012-11-01,79,47,4,1,0
15,2012-11-01,52,41,4,1,0
16,2012-11-01,58,44,4,1,0
17,2012-11-01,81,39,4,1,0
18,2012-11-01,87,51,4,1,0
19,2012-11-01,53,34,4,1,0
20,2012-11-01,88,52,4,1,0
1,2012-11-02,53,44,5,1,0
2,2012-11-02,48,39,5,1,0
3,2012-11-02,88,46,5,1,0
4,2012-11-02,85,61,5,1,0
5,2012-11-02,M,M,5,1,0
6,2012-11-02,85,55,5,1,0
7,2012-11-02,84,54,5,1,0
8,2012-11-02,86,61,5,1,0
9,2012-11-02,40,26,5,1,0
10,2012-11-02,78,49,5,1,0
11,2012-11-02,77,40,5,1,0
12,2012-11-02,78,44,5,1,0
13,2012-11-02,54,38,5,1,0
14,2012-11-02,84,49,5,1,0
15,2012-11-02,52,38,5,1,0
16,2012-11-02,53,44,5,1,0
17,2012-11-02,89,45,5,1,0
18,2012-11-02,87,61,5,1,0
19,2012-11-02,44,33,5,1,0
20,2012-11-02,87,68,5,1,0
1,2012-11-03,52,41,6,0,1
2,2012-11-03,49,36,6,0,1
3,2012-11-03,67,45,6,0,1
4,2012-11-03,87,63,6,0,1
5,2012-11-03,M,M,6,0,1
6,2012-11-03,86,56,6,0,1
7,2012-11-03,66,44,6,0,1
8,2012-11-03,82,63,6,0,1
9,2012-11-03,43,37,6,0,1
10,2012-11-03,83,58,6,0,1
11,2012-11-03,83,52,6,0,1
12,2012-11-03,83,56,6,0,1
13,2012-11-03,62,30,6,0,1
14,2012-11-03,67,47,6,0,1
15,2012-11-03,52,41,6,0,1
16,2012-11-03,53,41,6,0,1
17,2012-11-03,67,47,6,0,1
18,2012-11-03,84,63,6,0,1
19,2012-11-03,44,31,6,0,1
20,2012-11-03,85,61,6,0,1
1,2012-11-04,53,37,7,0,1
2,2012-11-04,49,35,7,0,1
3,2012-11-04,69,36,7,0,1
4,2012-11-04,82,59,7,0,1
5,2012-11-04,M,M,7,0,1
6,2012-11-04,82,55,7,0,1
7,2012-11-04,70,36,7,0,1
8,2012-11-04,82,61,7,0,1
9,2012-11-04,45,28,7,0,1
10,2012-11-04,84,60,7,0,1
11,2012-11-04,84,54,7,0,1
12,2012-11-04,84,55,7,0,1
13,2012-11-04,63,34,7,0,1
14,2012-11-04,70,41,7,0,1
15,2012-11-04,49,36,7,0,1
16,2012-11-04,54,35,7,0,1
17,2012-11-04,70,38,7,0,1
18,2012-11-04,74,54,7,0,1
19,2012-11-04,45,30,7,0,1
20,2012-11-04,75,53,7,0,1
1,2012-11-05,44,31,1,1,0
2,2012-11-05,40,29,1,1,0
3,2012-11-05,65,41,1,1,0
4,2012-11-05,86,58,1,1,0
5,2012-11-05,M,M,1,1,0
6,2012-11-05,87,53,1,1,0
7,2012-11-05,64,38,1,1,0
8,2012-11-05,86,59,1,1,0
9,2012-11-05,44,38,1,1,0
10,2012-11-05,75,61,1,1,0
11,2012-11-05,74,50,1,1,0
12,2012-11-05,75,57,1,1,0
13,2012-11-05,65,30,1,1,0
14,2012-11-05,66,40,1,1,0
15,2012-11-05,42,23,1,1,0
16,2012-11-05,46,28,1,1,0
17,2012-11-05,65,44,1,1,0
18,2012-11-05,76,52,1,1,0
19,2012-11-05,42,29,1,1,0
20,2012-11-05,77,51,1,1,0
1,2012-11-06,42,24,2,1,0
2,2012-11-06,40,23,2,1,0
3,2012-11-06,69,34,2,1,0
4,2012-11-06,80,49,2,1,0
5,2012-11-06,M,M,2,1,0
6,2012-11-06,80,45,2,1,0
7,2012-11-06,71,34,2,1,0
8,2012-11-06,77,52,2,1,0
9,2012-11-06,45,39,2,1,0
10,2012-11-06,73,56,2,1,0
11,2012-11-06,72,48,2,1,0
12,2012-11-06,73,52,2,1,0
13,2012-11-06,67,34,2,1,0
14,2012-11-06,72,34,2,1,0
15,2012-11-06,41,17,2,1,0
16,2012-11-06,43,23,2,1,0
17,2012-11-06,69,33,2,1,0
18,2012-11-06,73,46,2,1,0
19,2012-11-06,43,30,2,1,0
20,2012-11-06,73,44,2,1,0
1,2012-11-07,37,26,3,1,0
2,2012-11-07,32,27,3,1,0
3,2012-11-07,66,35,3,1,0
4,2012-11-07,82,52,3,1,0
5,2012-11-07,M,M,3,1,0
6,2012-11-07,82,45,3,1,0
7,2012-11-07,69,36,3,1,0
8,2012-11-07,82,50,3,1,0
9,2012-11-07,46,36,3,1,0
10,2012-11-07,64,47,3,1,0
11,2012-11-07,61,42,3,1,0
12,2012-11-07,62,46,3,1,0
13,2012-11-07,74,36,3,1,0
14,2012-11-07,69,36,3,1,0
15,2012-11-07,37,18,3,1,0
16,2012-11-07,44,28,3,1,0
17,2012-11-07,68,33,3,1,0
18,2012-11-07,75,47,3,1,0
19,2012-11-07,46,37,3,1,0
20,2012-11-07,76,46,3,1,0
1,2012-11-08,40,32,4,1,0
2,2012-11-08,36,29,4,1,0
3,2012-11-08,75,44,4,1,0
